product_name,product_description,ingredients,allergies,more,full_name_product,calories,proteins_g,carbohydrates_g,sugars_g,sugar_teaspoons,fats_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,brand_name
CARTE D`OR - מרנג ושוקולד לבן,"גלידת שמנת בטעם שוקולד לבן עם ריפל בטעם לימון (17%), שברי מרנג ושבבי שוקולד לבן מעולה","מים, סוכר, מוצקי חלב (חלב ישראל) (אבקת חלב, רכז חלבוני מי גבינה), חמאה, סירופ גלוקוזה, שברי מרנג (3.2%) (סוכר, ביצים, עמילן חיטה (מכיל גלוטן) ), שוקולד לבן מעולה (3%) (מינימום 32% מוצקי קקאו, מכיל לציטין סויה), חמאת קקאו, דקסטרוזה, מייצבים (E-410, E-412, E-407), מתחלב (E-471), מיץ לימון מרוכז, חומרי טעם וריח, צבעי מאכל טבעיים (בטא קרוטן, כורכומין).","מכיל: חלב, ביצים, גלוטן (מחיטה), סויה. עלול להכיל: אגוזי לוז, אגוזי פקאן, בוטנים, שקדים, אגוז קוקוס, גלוטן (משעורה), שומשום, סולפיט.","מכיל צבעי מאכל טבעיים בלבד. מידע נוסף: צבעי מאכל טבעיים (בטא קרוטן, כורכומין).																		
ללא חומרים משמרים.","CARTE D`OR - מרנג ושוקולד לבן, שטראוס עלית",197.0,2.4,29.2,25.4,,7.8,5.2,,24.0,45.0,,שטראוס עלית
Fitness גרנולה שוקולד - אשכולות גרנולה עם שוקולד,ערך תזונתי של Fitness גרנולה שוקולד - אשכולות גרנולה עם שוקולד,"פתיתי שיבולת שועל מלאים (מכיל גלוטן) (60.6%), סירופ סוכר (סוכר, סוכר אינברטי, מולסת סוכר), נטיפי שוקולד (8%) (מכיל סויה), פתיתי חיטה קלויים [קמח חיטה (מכיל גלוטן) (5.7%), תמצית לתת שעורה], פתיתי סויה (רכז חלבוני סויה, עמילן טפיוקה, מלח), דבש (2%), שמן חמניות, חלבון סויה [רכז חלבוני סויה, מתחלב (לציטין סויה) ], סידן, אבקת קקאו, חומרי טעם וריח, מלח, חומר מונע חמצון (טוקופרול). סך הדגנים במוצר: 66.3%. 91% מסך הדגנים במוצר הינם דגנים מלאים.","מכיל סויה, גלוטן חיטה, שיבולת שועל, שעורה. עלול להכיל רכיבי חלב, אגוזים ושקדים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Fitness גרנולה שוקולד - אשכולות גרנולה עם שוקולד, נסטלה",395.0,13.6,65.3,24.5,,9.6,2.3,,,99.0,404.0,נסטלה
SPLENDID - מעדן חלב עם שוקולד חלב ותוסף דגנים מצופים שוקולד מריר - 6.9% שומן,מעדן חלב עם שוקולד חלב ותוסף דגנים,"מעדן: חלב מפוסטר (54%), מים, סוכר, שוקולד חלב (4.4%), רכיבי חלב, עמילן תירס מעובד E1442, קקאו, מייצבים (פוליפוספאט, קרגינאן, גואר גאם, סודיום פוספאט), חומרי טעם וריח, מלח. תוסף (12%) : שוקולד מריר (9.6%), אורז תפוח (1.8%) (אורז, סוכר, מלח), סוכר, מים, מייצב (אכציה גאם), סירופ גלוקוזה, קקאו. עלול להכיל קליפות אגוזים.","ללא גלוטן. מכיל: חלב. עלול להכיל: סויה, אגוזים (לוז, שקד, פקאן, פיסטוק, קשיו, מלך), שומשום, בוטנים, ביצים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","SPLENDID - מעדן חלב עם שוקולד חלב ותוסף דגנים מצופים שוקולד מריר - 6.9% שומן, שטראוס עלית",178.0,4.0,25.0,,,6.9,4.3,,7.3,93.0,98.0,שטראוס עלית
קרם מובחר בטעם שוקולד פרווה,ערך תזונתי של קרם מובחר בטעם שוקולד פרווה,"סוכר, שמני מאכל, קקאו (10.5%), חומר מתחלב (לציטין סויה), חומרי טעם וריח, ונילין, מלח.",גלוטן - פחות מ- 20ppm.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרם מובחר בטעם שוקולד פרווה, השחר העולה",502.0,4.0,63.0,,,26.0,10.0,,,80.0,,השחר העולה
YOLO WHITE עם שוקולד לבן בטעם קרם פטיסייר ופטל,"מעדן חלב עם שוקולד לבן מעולה, בטעם קרם פטיסייר ופטל","חלב (71%), שוקולד לבן מעולה (מכיל סויה, למעט במוצר כשר לפסח) (15%), אבקת חלב, סוכר, עמילן מעובד (E-1442), מייצב (קרגינאן), מתחלב (E-471), מווסת חומציות (E-450iii), חומרי טעם וריח, צבע מאכל (בטא-קרוטן).","מכיל: חלב, סויה (מוצר כשר לפסח אינו מכיל סויה אלא עלול להכיל סויה). עלול להכיל: אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","מכיל צבעי מאכל. צבע מאכל (בטא-קרוטן).																		
ללא חומרים משמרים.","YOLO WHITE עם שוקולד לבן בטעם קרם פטיסייר ופטל, תנובה",180.0,5.3,22.2,19.9,,7.8,4.8,,10.7,102.0,178.0,תנובה
SPLENDID mousse - מוס שוקולד לבן 8.8% שומן,ערך תזונתי של SPLENDID mousse - מוס שוקולד לבן 8.8% שומן,"חלב מפוסטר, שמנת, מים, סוכר, שוקולד לבן (8.5%), מלטודקסטרין, אבקת חלב, מייצבים (קרגינאן, פוליפוספאט, סודיום פוספאט, קסנטאן גאם), עמילן תירס מעובד E1442, מתחלב (E472b), תמציות טעם וריח, צבע מאכל (בטא קרוטן).",ללא גלוטן. מכיל: חלב. עלול להכיל: סויה.,"מכיל צבעי מאכל. צבע מאכל (בטא קרוטן).																		
ללא חומרים משמרים.","SPLENDID mousse - מוס שוקולד לבן 8.8% שומן, שטראוס עלית",188.0,3.6,23.6,,,8.8,5.9,,21.0,141.0,102.0,שטראוס עלית
סירופ בטעם שוקולד,ערך תזונתי של סירופ בטעם שוקולד,"סוכר, מים, גלוקוזה (מכיל סולפיט), אבקת קקאו, עמילן מעובד (E1442), מווסת חומציות (E270), חומר משמר (E202), מלח, מייצבים (E466, E415), חומרי טעם וריח.",עלול להכיל עקבות של סויה ושומשום.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","סירופ בטעם שוקולד, פוליבה",273.0,1.2,67.4,,,0.5,,,,59.0,,פוליבה
YOLO - מוס עם שוקולד מריר,מעדן חלב מוקצף עם שוקולד מריר מעולה,"חלב (66%), שוקולד (מכיל סויה, למעט במוצר כשר לפסח) (20%) [שוקולד מריר מעולה (16%), שוקולד חלב מעולה (4%) ], סוכר, קקאו, מייצבים (ג`לטין דגים, קרגינאן, מייצב מזרעי חרובים, גואר גאם (בפסח: טרה גאם) ), עמילן מעובד (E-1422) (בפסח E-1442), מתחלב (E-472b) (בפסח E-471), מווסת חומציות (E-450iii), מלח, חומרי טעם וריח: ונילין.","מכיל: חלב סויה (מוצר כשר לפסח אינו מכיל סויה אלא עלול להכיל סויה), ג`לטין דגים. עלול להכיל: אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO - מוס עם שוקולד מריר, תנובה",200.0,4.6,23.3,20.9,,9.8,5.9,,7.3,70.0,87.0,תנובה
SPLENDID - מעדן חלב עם שוקולד חלב בטעם קוקוס 5.5% שומן,ערך תזונתי של SPLENDID - מעדן חלב עם שוקולד חלב בטעם קוקוס 5.5% שומן,"חלב מפוסטר (63%), מים, שוקולד חלב (8%), סוכר, אבקת חלב, עמילן תירס מעובד E1442, קקאו, מייצבים (סודיום פוספאט, גואר גאם, קרגינאן, פוליפוספאט), חומרי טעם וריח, מלח.",מכיל: חלב. עלול להכיל: סויה. ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","SPLENDID - מעדן חלב עם שוקולד חלב בטעם קוקוס 5.5% שומן, שטראוס עלית",141.0,4.0,18.8,,,5.5,3.6,,11.1,142.0,109.0,שטראוס עלית
Choco Moo - ביסקוויט מצופה שוקולד חלב - מילקה שוקו מו,ביסקוויט מצופה שוקולד חלב (28%),"קמח חיטה (מכיל גלוטן), סוכר, שמן צמחי (שמן דקל), סירופ גלוקוז, חמאת קקאו, אבקת חלב רזה, עיסת קקאו, אבקת מי גבינה (מחלב), שומן חלב, חומרים מתחלבים (לציטין סויה, E476, E472e), אבקת חלב מלא, מלח, חומרים מתפיחים (סודיום קרבונט, אמוניום קרבונט), מחית אגוזי לוז, חומרי טעם וריח, מווסת חומציות (חומצה ציטרית).","מכיל: חיטה - גלוטן, חלב, סויה, אגוזי לוז. עלול להכיל: ביצים ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Choco Moo - ביסקוויט מצופה שוקולד חלב - מילקה שוקו מו, Milka",496.0,7.5,67.0,28.0,7.0,21.0,11.0,0.5,4.9,248.0,,Milka
YOLO BLACK שוקולד מריר בטעם בנופי פאי,"מעדן חלב עם שוקולד מריר מעולה, בטעם פאי שוקולד עם בננות מקורמלות","חלב (73%), שוקולד מריר מעולה (מכיל סויה) (10%), סוכר, אבקת חלב, עמילן מעובד (E-1442), קקאו, מייצב (קרגינאן), מתחלב (E-471), חומרי טעם וריח, מווסת חומציות (E-450iii), מלח.","מכיל: חלב, סויה. עלול להכיל: אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO BLACK שוקולד מריר בטעם בנופי פאי, תנובה",158.0,4.2,21.7,18.3,,6.0,3.6,,6.3,99.0,116.0,תנובה
גרנולה שוקולד,שיבולת שועל מלאה עם שוקולד מריר,"שיבולת שועל מלאה (51%) (מכיל גלוטן), שוקולד מריר (16%) (עיסת קקאו, סוכר, חמאת קקאו, אבקת קקאו, מתחלבים (לציטין סויה, E476), ונילין, מלח), סוכר חום, שמן קנולה (לפתית), גרעיני חמנייה, זרעי פשתן, קוקוס טחון.","מכיל: גלוטן (שיבולת שועל), סויה, קוקוס. עלול להכיל: אגוזים (קשיו, שקד, לוז, מלך), שומשום, גלוטן (חיטה, שעורה).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","גרנולה שוקולד, מנדל גרנולה",462.0,9.0,53.0,21.0,,22.0,6.1,,,18.0,,מנדל גרנולה
YOLO עם שוקולד חלב מעולה 42% מוצקי קקאו וקצפת,מעדן חלב עם שוקולד חלב מעולה 42% מוצקי קקאו וקצפת 9.8% שומן,"חלב (80%), סוכר, שוקולד חלב מעולה (5%), עמילן מעובד (E-1442), אבקת חלב, קקאו, מייצבים (קרגינאן, טרה גאם), מתחלב (E-471), מווסת חומציות (E-450iii), מלח, חומרי טעם וריח.","מכיל: חלב. עלול להכיל: סויה, אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO עם שוקולד חלב מעולה 42% מוצקי קקאו וקצפת, תנובה",177.0,3.8,18.3,15.7,,9.8,5.9,,24.3,101.0,107.0,תנובה
YOLO עם שוקולד מריר מעולה 70% מוצקי קקאו וקצפת,מעדן חלב עם שוקולד מריר מעולה 70% מוצקי קקאו וקצפת 9.8% שומן,"חלב (79%), סוכר, שוקולד מריר מעולה (5%), עמילן מעובד (E-1442), אבקת חלב, קקאו, מייצבים (קרגינאן, טרה גאם), מתחלב (E-471), מווסת חומציות (E-450iii), מלח.","מכיל: חלב. עלול להכיל: סויה, אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO עם שוקולד מריר מעולה 70% מוצקי קקאו וקצפת, תנובה",181.0,3.8,19.4,16.7,,9.8,5.9,,23.0,107.0,102.0,תנובה
SPLENDID Desserts - דואט שוקולד-נוגט,מאפה במילוי קרם נוגט עם שכבת גנאש שוקולד ומוס נוגט,"מים, סירופ גלוקוז, שמן קוקוס, מאפה (6.4%) [ביצים, קמח חיטה (גלוטן), שמן קוקוס, מלח, חומרי תפיחה (E-500ii, E-450i), מתחלב (E-471) ], אבקת חלב, סוכר, מחית נוגט (4.5%) [סוכר, שקדים (1.1%), אגוזי לוז (1.1%) ], מסקרפונה [שמנת, מווסת חומציות (חומצה לקטית) ], חלבוני חלב, חלמון ביצים, אלכוהול (1.4%), שוקולד מריר (1.7%), אבקת קקאו, עמילן תירס, מסמיכים (קרגינאן, קסנטאן גאם, פקטין, סודיום אלגינט, לוקוסט בין גאם), עמילן טפיוקה, מתחלבים (E-471, E-472b), סוכר מקורמל, חומרי טעם וריח, מלח.","מכיל: אגוזים (שקדים, אגוזי לוז), חלב, ביצים, חיטה - גלוטן. עלול להכיל: סויה, אגוז (פיסטוק).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","SPLENDID Desserts - דואט שוקולד-נוגט, שטראוס עלית",292.0,4.9,32.0,18.5,,14.4,11.4,,47.0,105.0,,שטראוס עלית
SPLENDID Desserts - עוגת דמקה שוקולד-נוגט,"עוגה עם מוס בטעם שוקולד, מוס נוגט ושבבי שוקולד","מים, סירופ גלוקוז, עוגה (9.2%) [קמח חיטה (גלוטן), סוכר, ביצים, עמילן תפוח אדמה, מתחלב (E471), אבקת קקאו, חומרי תפיחה (E500ii, E-450i), מלח], שמן קוקוס, סוכר, אבקת חלב, חלבוני חלב, מחית נוגט (2.5%) [סוכר, שקדים (0.6%), אגוזי לוז (0.6%) ], שבבי שוקולד מריר (2.0%), אבקת קקאו, מסקרפונה [שמנת, מווסת חומציות (חומצה לקטית) ], אלכוהול (1.5%), חלמון ביצים, מסמיכים (קרגינאן, קסנטאן גאם, לוקוסט בין גאם, סודיום אלגינט, פקטין), שוקולד מריר (0.7%), עמילן טפיוקה, סוכר מקורמל, עמילן תירס, מתחלבים (E471, E472b), ביצים, מייצב (סורביטול), חומרי טעם וריח, מווסת חומציות (חומצת לימון), מלח.","מכיל: אגוזים (שקדים, אגוזי לוז), חלב, ביצים, חיטה - גלוטן. עלול להכיל: סויה, אגוז (פיסטוק).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","SPLENDID Desserts - עוגת דמקה שוקולד-נוגט, שטראוס עלית",285.0,4.3,40.0,18.9,,11.3,8.7,,32.0,102.0,,שטראוס עלית
מעדן בטעם שוקולד מריר מחלב עיזים,ערך תזונתי של מעדן בטעם שוקולד מריר מחלב עיזים,"חלב עיזים מפוסטר (85%), סוכר, עמילן טפיוקה (E1422), מייצב (קרגינאן), מלח, קקאו (4%).",מכיל חלב.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מעדן בטעם שוקולד מריר מחלב עיזים, מחלבת השומרון",73.0,3.0,13.0,,,1.0,0.5,,7.0,75.0,60.0,מחלבת השומרון
סופלה שוקולד,ערך תזונתי של סופלה שוקולד,"תערובת לסופלה [קמח חיטה (מכיל גלוטן), סוכר, עמילן תירס, קקאו, אבקת חלבון ביצה, אבקת חלמון ביצה, מתחלב: E472, חומר מייצב E466, חומרי תפיחה: E466, E500ii, E450i, מלח], שוקולד 21% [סוכר, שמן צמחי, אבקת קקאו, אבקת חלב מלא, אבקת חלב רזה, אבקת מי גבינה, מתחלב: לציטין סויה, חומר טעם טבעי ונילין], שמן חמניות, מים.","מכיל: גלוטן ממקור חיטה, תירס, ביצים, חלב וסויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","סופלה שוקולד, וילי פוד",,5.6,41.4,26.6,,28.1,8.1,,118.0,0.0,,וילי פוד
YOLO & COOKIES - שוקולד חלב בטעם קרם נוגט,מעדן חלב עם שוקולד חלב מעולה בטעם קרם אגוזים נוגט בתוספת נטיפים בטעם שוקולד ועוגיות בטעם קרמל 6.3% שומן,"מעדן: חלב (77%), סוכר, שוקולד חלב מעולה (מכיל סויה) (7%), עמילן מעובד (E-1442), אבקת חלב, קקאו, מייצב (קרגינאן), מתחלב (E-471), מווסת חומציות (E-450iii), מלח, חומרי טעם וריח. תוספים: נטיפים בטעם שוקולד (5%) (סוכר, שומן דקל צמחי מוקשה, קקאו, עמילן טפיוקה, מתחלב (לציטין סויה), חומרי טעם וריח, מלח), עוגיות בטעם קרמל (3%) (קמח לבן (מכיל גלוטן), סוכר, שומן דקל, סוכר מקורמל, סוכר חום, קמח סויה, קינמון, חומר תפיחה (E-503ii), מלח, חומרי טעם וריח, מעכב חמצון (מיצוי רוזמרין) ).","מכיל: חלב, סויה, (חיטה, שעורה, שיבולת שועל, שיפון) - גלוטן. עלול להכיל: אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים, קשיו), בוטנים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO & COOKIES - שוקולד חלב בטעם קרם נוגט, תנובה",168.0,4.3,23.4,19.0,,6.3,4.1,,6.6,137.0,112.0,תנובה
YOLO - משקה חלב עם שוקולד מריר,"משקה חלב עם שוקולד, מפוסטר על, 2.6% שומן","חלב (75.6%), מים, סוכר, שוקולד (3.2%), קקאו, מווסת חומציות (E500), מייצב (E407), מתחלב (E471), חומרי טעם וריח, אבקת חלב.",מכיל חלב.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","YOLO - משקה חלב עם שוקולד מריר, תנובה",86.0,3.1,12.0,12.0,,2.6,1.8,,4.4,57.0,80.0,תנובה
YOLO Ruby עם שכבות שוקולד חלב ושוקולד מפולי קקאו רובי,מעדן חלב בשכבות עם שוקולד חלב מעולה ושוקולד חלב מפולי קקאו רובי 4% שומן,"חלב (79%), סוכר, שוקולד (מכיל סויה) (6%) (שוקולד חלב מעולה (3.5%), שוקולד חלב מפולי קקאו רובי (2.5%) ), עמילן מעובד (E-1442), אבקת חלב, קקאו, מייצב (קרגינאן), מתחלב (E-471), מווסת חומציות (E-450iii), חומרי טעם וריח, מלח, צבע מאכל (ליקופן).","ללא גלוטן. מכיל: חלב, סויה. עלול להכיל: אגוזים (לוז, פקאן, מלך, פיסטוק, שקדים), בוטנים, שומשום.","מכיל צבעי מאכל. צבע מאכל (ליקופן).																		
ללא חומרים משמרים.","YOLO Ruby עם שכבות שוקולד חלב ושוקולד מפולי קקאו רובי, תנובה",128.0,4.3,18.8,15.6,,4.0,2.4,,6.0,169.0,130.0,תנובה
פסקזמן קלאסי - 7 אצבעות שוקולד חלב מעולה במילוי ופל וקרם אגוזים,אצבעות שוקולד חלב מעולה (70%) במילוי ופל (13%) וקרם אגוזים,"סוכר, חמאת קקאו, אבקת חלב, עיסת קקאו, מחית אגוזי לוז (7%), קמח חיטה (גלוטן), שמנים ושומנים מהצומח, קמח סויה, שומן חלב, אבקת מי גבינה, לקטוזה, מתחלבים (לציטין לפתית, E-476), ונילין, מתפיחים (E-503ii, E-500ii), מלח, אנזים (פרוטאינזה). כלל מוצקי קקאו בשוקולד חלב מעולה: 30% מינימום.","מכיל: חיטה - גלוטן, חלב, אגוזים (שקד, לוז), סויה. עלול להכיל: (שיפון, שעורה) - גלוטן, בוטנים, אגוזים (פקאן), ביצים, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פסקזמן קלאסי - 7 אצבעות שוקולד חלב מעולה במילוי ופל וקרם אגוזים, עלית",541.0,7.5,55.0,50.0,,32.0,16.8,,8.7,65.0,,עלית
עוגיות מצה עשירה מצופות בטעם שוקולד,עוגיות מצופות בטעם שוקולד,"קמח חיטה כשר לפסח (מכיל גלוטן), ציפוי בטעם שוקולד 50%: (סוכר, שומן צמחי מוקשה, אבקת קקאו, מתחלב (לציטין סויה), סוכר, שומנים מהצומח, יין (8%), ביצים מפוסטרות, מווסת חומציות (E503, E500).","מכיל: גלוטן (מקור חיטה), ביצים, סויה. עלול להכיל: אגוזי קוקוס.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","עוגיות מצה עשירה מצופות בטעם שוקולד, פפושדו",507.0,4.6,65.4,40.8,,24.3,19.5,,4.0,17.0,,פפושדו
Wanted Wafer - וופל בציפוי עם שוקולד קריר ובמילוי קרם קקאו,ערך תזונתי של Wanted Wafer - וופל בציפוי עם שוקולד קריר ובמילוי קרם קקאו,"קרם קקאו (66.2%) [שמנים ושומנים צמחיים (דקלים, חמניות, כותנה), סוכר, סירופ גלוקוז, אבקת חלב רזה, אבקת קקאו מופחתת שומן (8.6%), אבקת מי גבינה, עיסת קקאו, מתחלבים (לציטין חמניות, E476), חומרי טעם וריח, מלח], ציפוי [שוקולד מריר (26.4%) (עיסת קקאו, סוכר, חמאה, אבקת קקאו מופחתת שומן, חמאת קקאו, מתחלבים (לציטין חמניות, E476), חומרי טעם וריח), שמן דקלים], שכבת וופל (7.4%) [קמח חיטה (מכיל גלוטן), עמילן תפוח אדמה, שמן קוקוס, מתחלב (לציטין חמניות), חומרי תפיחה (E500ii, E503ii, E450i, מלח]. מוצקי קקאו בשוקולד המריר: 53% לפחות.","מכיל חיטה - גלוטן, חלב וקוקוס. עלול להכיל עקבות של אגוזי לוז, סויה, שומשום ובוטנים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Wanted Wafer - וופל בציפוי עם שוקולד קריר ובמילוי קרם קקאו, גורי ע.ע.ע",517.0,6.9,57.0,36.0,,28.0,18.0,,5.0,164.0,,גורי ע.ע.ע
GO - חטיף חלבון בטעם שוקולד,חטיף חלבון בטעם שוקולד וציפוי בטעם שוקולד,"סיבים תזונתיים (תירס), ציפוי בטעם שוקולד 23.4% (אבקת רכז חלבוני מי גבינה (חלב) (5% חלבון), שמן דקלים, ממתיק (מלטיטול), קקאו, סוכר, מתחלב (לציטין סויה), חומרי טעם וריח), איזולאט חלבון חלב (12.7% חלבון), חומר הלחה (גליצרול), שקדים טחונים (אגוזים), איזולאט חלבון מי גבינה (8.2% חלבון), פיצפוצים מאיזולאט חלבון סויה (4.5% חלבון), קקאו, חומרי טעם וריח, מלח, ממתיקים (סוכרלוז, סטיביה (סטיביול גליקוזיד) ).","מכיל חלב, אגוזים (שקדים), סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","GO - חטיף חלבון בטעם שוקולד, תנובה",366.0,33.5,23.0,3.0,,13.0,7.0,,25.0,230.0,140.0,תנובה
סנקור - גלידת סנדוויץ` פרווה בטעם שוקולד וניל,גלידה פרווה בשומן צמחי בטעם שוקו וניל עם ביסקוויט,"רכיבי הגלידה (70%) : מים, סוכר, שומן צמחי, מלטודקסטרין, אינולין, חלבון סויה, גלוקוזה, אבקת קקאו, חומר מייצב (E-471, E-466). רכיבי הביסקוויט (30%) : קמח חיטה (מכיל גלוטן), סוכר, שומנים ושמנים צמחיים (חלקם מוקשים), גלוקוזה, צבע מאכל (E-150), לתת, חומר תפיחה (E-500, E-503), מלח, חומר מתחלב (E-471), חומרי טעם וריח, משפר אפייה (סולפיט).","מכיל גלוטן וסולפיטים. עשוי להכיל: סויה, אגוזים, שומשום, חלב, בוטנים וביצים.","מכיל צבעי מאכל. צבע מאכל (E-150).																		
ללא חומרים משמרים.","סנקור - גלידת סנדוויץ` פרווה בטעם שוקולד וניל, גלידות קולורדו בע""מ",172.0,3.2,19.0,11.2,2.75,9.2,7.6,0.5,,46.0,125.0,"גלידות קולורדו בע""מ"
Sweet - וופל מצופה בטעם שוקולד,ערך תזונתי של Sweet - וופל מצופה בטעם שוקולד,"קרם בטעם שוקולד (48.5%) [סוכר, קקאו, שמן צמחי, עמילן תירס, מתחלב (לציטין סויה), חומר טעם וריח (שוקולד), מלח], ציפוי בטעם שוקולד (34.5%) [תחליף חמאת קקאו (שמן צמחי, מתחלבים (E-492, לציטין חמניות), שמן צמחי, עמילן תירס, קקאו, סוכר, חומר טעם וריח (קקאו), מתחלב (לציטין סויה) ], וופל (0.7%) [קמח חיטה (מכיל גלוטן), מתחלב (לציטין סויה), שמן צמחי, חומרי תפיחה (E-500ii, E-503ii), מלח].","מכיל: גלוטן (חיטה) וסויה. עלול להכיל: אגוזים (מלך, קשיו, פיסטוק), שומשום, בוטנים, ביצים, קוקוס וחלב.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Sweet - וופל מצופה בטעם שוקולד, עדין בע""מ",527.0,4.7,62.9,52.9,13.25,27.9,18.3,0.5,0.0,240.0,,"עדין בע""מ"
דגני בוקר - כדורי דגנים בטעם שוקולד,ערך תזונתי של דגני בוקר - כדורי דגנים בטעם שוקולד,"גריסי תירס (26%), קמח חיטה מלא (25%) (מכיל גלוטן), קמח חיטה (22%), סוכר, אבקת קקאו, סירופ גלוקוז-פרוקטוז, דקסטרוז, שמן צמחי, חתיכות בטעם שוקולד (1%) [סוכר, אבקת חלב, חמאת קקאו, עיסת קקאו, אבקת מי גבינה, מתחלב (לציטין סויה), חומר טעם וריח], קמח שיבולת שועל (1%) (מכיל גלוטן), מלח, מתחלב (לציטין סויה), ויטמינים (ויטמין C, ניקוטינאמיד B3, ויטמין E, חומצה פנטותנית B5, ריבופלאבין B2, ויטמין B6, תיאמין B1, חומצה פולית B9, ביוטין B7, ויטמין B12), חומר טעם וריח.","מכיל גלוטן. מכיל: חיטה - גלוטן, שיבולת שועל - גלוטן, סויה וחלב. עלול להכיל: שיפון - גלוטן, שעורה - גלוטן.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דגני בוקר - כדורי דגנים בטעם שוקולד, שופרסל",393.0,8.5,77.0,22.0,5.5,4.0,1.2,0.5,0.0,200.0,,שופרסל
דנונה wow - יוגורט עם שכבה בטעם שוקולד בלונדי 4.0% שומן,ערך תזונתי של דנונה wow - יוגורט עם שכבה בטעם שוקולד בלונדי 4.0% שומן,"חלב מפוסטר, מים, סוכר, רכיבי חלב, שוקולד לבן (1.3%), עמילן טפיוקה מעובד (E-1442), חומרי טעם וריח, מייצבים (לוקוסט-בין גאם, קסנטאן גאם), מלח, מווסת חומציות (חומצת לימון), צבעי מאכל (קרמל, בטא קרוטן). מכיל חיידקי יוגורט.",מכיל: חלב. ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דנונה wow - יוגורט עם שכבה בטעם שוקולד בלונדי 4.0% שומן, שטראוס עלית",108.0,7.1,10.5,9.9,2.5,4.0,2.4,0.5,11.4,65.0,92.0,שטראוס עלית
מילקי בטעם שוקולד בלונדי,"מעדן חלב עם שוקולד לבן בטעם קרמל, עם קצפת","חלב מפוסטר (57%), שמנת, מים, סוכר, שוקולד לבן (4.6%), עמילן תירס מעובד (E-1442), אבקת חלב, מייצבים (סודיום פוספאט, פוליפוספאט, קרגינאן, גואר גאם, קסנטאן גאם), חומרי טעם וריח, צבעי מאכל (קרמל, בטא קרוטן), רכז פרי המונק, מלח. קצפת 23%.",ללא גלוטן. מכיל: חלב.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מילקי בטעם שוקולד בלונדי, שטראוס עלית",146.0,3.1,16.5,13.3,3.25,7.5,4.9,0.5,19.8,146.0,101.0,שטראוס עלית
חלבון על בסיס צמחי בטעם שוקולד,"PLANT BASED PROTEIN - אבקה להכנת משקה ע""ב חלבון צמחי בטעם שוקולד - תערובת חלבונים מהצומח","תערובת חלבונים 91.3% (חלבון אפונה, חלבון חיטה, חלבון חומוס), אבקת קקאו דלת שומן, חומר טעם וריח, ממתיק (סוכרלוז), נתרן כלורי.","מכיל: גלוטן. עלול להכיל: חלב, סויה, ביצים, דגים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","חלבון על בסיס צמחי בטעם שוקולד, allin",426.0,75.3,8.3,0.5,,8.5,2.1,0.5,0.0,644.0,,allin
