product_name,product_description,ingredients,allergies,more,full_name_product,calories,proteins_g,carbohydrates_g,sugars_g,sugar_teaspoons,fats_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,brand_name
גליל טבעוני בסגנון גבינה בתוספת עגבניות מיובשות ועשבי תיבול,קיו גליל על בסיס סויה ושקדים בסגנון גבינה בתוספת עגבניות מיובשות ועשבי תיבול,"מים, פולי סויה שאינם מהונדסים גנטית (28%), שמן קנולה מזוכך, שמן קוקוס, שקדים (3%), תערובת עמילנים (תפו""א, תירס, טפיוקה), שמן זית, תמצית טעם טבעית, מלח שולחן, חיידקים פרוביוטיים.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","גליל טבעוני בסגנון גבינה בתוספת עגבניות מיובשות ועשבי תיבול, מאמא קיו",290.0,7.6,8.33,0.9,0.23,21.0,3.9,0.5,0.0,393.0,85.0,מאמא קיו
פנדה בוטנים וקורנפלקס,ממתק בטעם שוקולד חלב במילוי קרם בוטנים (42.5%) וקורנפלקס,"סוכר, חמאת בוטנים טבעית (21%), חמאת קקאו, שיבולת שועל ללא גלוטן, קורנפלקס (7.5%) [קמח תירס, סוכר, תמצית לתת שעורה (מכיל גלוטן), מלח, ויטמינים (B12, B9, B6, B3, B2, B1), ברזל], עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס), בוטנים, שעורה - גלוטן. עלול להכיל: (חיטה, שיבולת שועל) - גלוטן, אגוזים (שקדים, לוז, פיסטוק, קשיו, מלך, פקאן, מקדמיה), שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה בוטנים וקורנפלקס, פנדה מוצרים טבעוניים בע""מ",544.0,8.3,45.9,30.5,7.75,35.6,17.1,0.5,0.0,65.0,,"פנדה מוצרים טבעוניים בע""מ"
Veggie - רטבים לא טבעוניים,Veggie רויאל - המבורגר צמחוני עם רוטב רויאל לא טבעוני המוכר והאהוב!,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מכיל גלוטן, ביצים, סויה, שומשום, חרדל. עלול להכיל סלרי.",,"Veggie - רטבים לא טבעוניים, מקדונלד`ס",163.0,9.0,18.0,3.2,0.75,5.4,0.6,0.0,4.0,270.0,,מקדונלד`ס
סובאז` טבעוני - קיו גליל בטעם גבינה צרפתית,SAUVAGE - גליל טבעוני על בסיס סויה ושקדים בטעם גבינה צרפתית,"מים, פולי סויה שאינם מהונדסים גנטית (28%), שמן קנולה מזוכך, שמן קוקוס, שקדים (3%), תערובת עמילנים (תפו""א, תירס, טפיוקה), שמן זית, מלח שולחן, חומרי טעם וריח, תבלינים, חיידקים פרוביוטיים.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","סובאז` טבעוני - קיו גליל בטעם גבינה צרפתית, מאמא קיו",284.0,7.35,7.12,0.0,0.0,22.0,3.9,0.5,0.0,390.0,100.0,מאמא קיו
ALTERNATiVE - מעדן שקדים בטעם אגוזי לוז,"מעדן שקדים בטעם אגוזי לוז, בתוספת סידן וויטמינים (למעט ויטמין D במוצר כשר לפסח) - 5% שומן","מים, שקדים טחונים (10%), סוכר, עמילן מעובד (E1442), מייצבים (פקטין וקרגינאן), תוסף תזונה: (סידן - טריקלציום פוספט, מתוכו 0.1% סידן), צבעי מאכל (סוכר שרוף ובטא קרוטן), מלח, מתחלב (לציטין לפתית), מווסת חומציות (טרי פוטסיום ציטראט), חומרי טעם וריח, ויטמינים D (למעט במוצר כשר לפסח) ו- B12 (ויטמין D ערך של 0.75 מק""ג ל- 100 גרם, ויטמין B12 ערך של 0.4 מק""ג ל- 100 גרם).","ללא גלוטן, ללא לקטוז. מכיל: אגוזים (שקדים). עלול להכיל: סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ALTERNATiVE - מעדן שקדים בטעם אגוזי לוז, תנובה",106.0,2.5,12.0,9.0,2.25,5.0,0.4,0.5,0.0,50.0,120.0,תנובה
ALTERNATiVE BARISTA - משקה שיבולת שועל בטעם אגוזי לוז,"משקה שיבולת שועל בטעם אגוזי לוז בתוספת סידן וויטמינים, מפוסטר על","מיצוי שיבולת שועל (95%) (מים, שיבולת שועל 10%) (מכיל גלוטן), שמן קנולה, סיבים תזונתיים (אינולין), תוסף תזונה סידן (קלציום קרבונט, טרי קלציום פוספט, מתוכם סידן 0.1%), מווסת חומציות: דיפוטסיום פוספט, חומרי טעם וריח, מלח, מייצב: ג`אלן גאם, ויטמינים E, D, B12 (ויטמין E - 1.8 מ""ג, ויטמין D - 0.75 מק""ג, ויטמין B12 - 0.4 מק""ג ל- 100 מ""ל).","מכיל: שיבולת שועל - גלוטן. עלול להכיל: אגוזים (שקדים), סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ALTERNATiVE BARISTA - משקה שיבולת שועל בטעם אגוזי לוז, תנובה",54.0,1.1,5.0,3.0,0.75,3.0,0.3,0.5,0.0,40.0,120.0,תנובה
פנדה קרם חלבה - ממתק בטעם שוקולד חלב במילוי קרם חלבה (40%),ערך תזונתי של פנדה קרם חלבה - ממתק בטעם שוקולד חלב במילוי קרם חלבה (40%),"סוכר, חמאת קקאו, קרם חלב [סוכר, שומשום (35%), שמן צמחי, קמח סויה, מתחלב (לציטין סויה), חומרי טעם וריח], שיבולת שועל ללא גלוטן, מלטודקסטרין, עיסת קקאו, שבבי קוקוס, שמן קוקוס, לציטין לפתית, תמצית וניל, מלח.","מכיל: אגוזים (קוקוס), סויה, שומשום. עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, לוז, פיסטוק, קשיו, מלך, פקאן, מקדמיה), בוטנים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קרם חלבה - ממתק בטעם שוקולד חלב במילוי קרם חלבה (40%), פנדה מוצרים טבעוניים בע""מ",558.0,4.1,56.9,42.7,10.75,34.4,19.3,0.5,0.0,44.0,,"פנדה מוצרים טבעוניים בע""מ"
מה מה קיו - גליל טבעוני בסגנון גבינת עיזים,ערך תזונתי של מה מה קיו - גליל טבעוני בסגנון גבינת עיזים,"מים, פולי סויה שאינם מהונדסים גנטית (28%), שמן קנולה מזוכך, שמן קוקוס, שקדים (3%), תערובת עמילנים (תפו""א, תירס, טפיוקה), שמן זית, תמצית טעם טבעית, מלח שולחן, תבלינים, חיידקים פרוביוטיים.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מה מה קיו - גליל טבעוני בסגנון גבינת עיזים, מאמא קיו",284.0,7.35,7.12,0.0,0.0,22.0,3.9,0.5,0.0,390.0,85.0,מאמא קיו
BEEFFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי בשר,ערך תזונתי של BEEFFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי בשר,"חלבון אפונה (80%), מייצב (מתיל תאית), מלטודקסטרין, תמצית שמרים, בצל יבש, מלח שולחן, סיבי אפונה, צבע מאכל טבעי (אבקת סלק), חומרי טעם וריח, תבלינים, אבקת קקאו.",,"מכיל צבעי מאכל טבעיים בלבד. מידע נוסף: צבע מאכל טבעי (אבקת סלק).																		
ללא חומרים משמרים.","BEEFFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי בשר, Creative Pea",215.0,16.0,2.6,0.0,0.0,15.5,1.5,0.5,0.0,320.0,,Creative Pea
"ALTERNATiVE WHITE - משקה שיבולת שועל בתוספת סידן וויטמינים, מפוסטר על","ערך תזונתי של ALTERNATiVE WHITE - משקה שיבולת שועל בתוספת סידן וויטמינים, מפוסטר על","מיצוי שיבולת שועל (95%) (מים, שיבולת שועל 7.5%) (מכיל גלוטן), שמן מהצומח (קנולה), סיבים תזונתיים (אנולין), תוסף תזונה: (סידן - קלציום קרבונט, טרי קלציום פוספט מתוכם סידן 0.1%), מווסת חומציות (דיפוטסיום פוספט), מלח, חומרי טעם וריח, מייצב (ג`לן גאם), ויטמינים E, D, B12.","מכיל: (שיבולת שועל, חיטה, שיפון, שעורה) - גלוטן. עלול להכיל: אגוזים (שקדים), סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ALTERNATiVE WHITE - משקה שיבולת שועל בתוספת סידן וויטמינים, מפוסטר על, תנובה",59.0,0.9,5.3,2.3,0.5,3.5,0.3,0.5,0.0,50.0,120.0,תנובה
פנדה קרם בוטנים - ממתק בטעם שוקולד חלב במילוי קרם בוטנים (40%),ערך תזונתי של פנדה קרם בוטנים - ממתק בטעם שוקולד חלב במילוי קרם בוטנים (40%),"סוכר, חמאת קקאו, חמאת בוטנים טבעית (20%), שיבולת שועל ללא גלוטן, עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס), בוטנים. עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, לוז, פיסטוק, קשיו, מלך, פקאן, מקדמיה), שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קרם בוטנים - ממתק בטעם שוקולד חלב במילוי קרם בוטנים (40%), פנדה מוצרים טבעוניים בע""מ",558.0,7.8,44.7,33.5,8.25,37.9,18.9,0.5,0.0,42.0,,"פנדה מוצרים טבעוניים בע""מ"
GO by TNUVA ללא חלב בטעם אגוזי לוז 20 גרם חלבון בבקבוק,משקה סויה מועשר בחלבון בטעם אגוזי לוז,"מיצוי פולי סויה 93% (מים, פולי סויה 11%), חלבון סויה (2.4%), סוכר, תוסף תזונה: סידן קרבונט (מתוכו 0.1% סידן), חומרי טעם וריח, מלח, מייצב: גילאן גאם, ויטמינים D, B12 (ל- 100 מ""ל: 0.75 מק""ג ויטמין D ו- 0.4 מק""ג ויטמין B12).",ללא גלוטן. מכיל: סויה. עלול להכיל: אגוזים (שקדים).,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","GO by TNUVA ללא חלב בטעם אגוזי לוז 20 גרם חלבון בבקבוק, תנובה",79.0,8.0,4.3,3.5,0.75,3.0,0.5,0.5,0.0,60.0,120.0,תנובה
פנדה קרמלח - ממתק בטעם שוקולד חלב עם שברי קרמל (10%) ומלח גס,ערך תזונתי של פנדה קרמלח - ממתק בטעם שוקולד חלב עם שברי קרמל (10%) ומלח גס,"סוכר, חמאת קקאו, שיבולת שועל ללא גלוטן, עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מלח (1%), מתחלב (לציטין לפתית), תמצית וניל.","מכיל: אגוזים (קוקוס), סויה. עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, לוז, פיסטוק, קשיו, מלך, פקאן, מקדמיה), בוטנים, שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קרמלח - ממתק בטעם שוקולד חלב עם שברי קרמל (10%) ומלח גס, פנדה מוצרים טבעוניים בע""מ",536.0,3.2,60.5,46.2,11.5,30.7,19.0,0.5,0.0,436.0,,"פנדה מוצרים טבעוניים בע""מ"
פנדה קרם אגוזים - ממתק בטעם שוקולד חלב במילוי קרם אגוזים (40%),ערך תזונתי של פנדה קרם אגוזים - ממתק בטעם שוקולד חלב במילוי קרם אגוזים (40%),"סוכר, חמאת קקאו, אגוזים טחונים (לוז - 6.5%, קשיו - 6.5%, שקד - 6.5%), שיבולת שועל ללא גלוטן, עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס, לוז, קשיו, שקד). עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (פיסטוק, מלך, פקאן, מקדמיה), בוטנים, שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קרם אגוזים - ממתק בטעם שוקולד חלב במילוי קרם אגוזים (40%), פנדה מוצרים טבעוניים בע""מ",584.0,5.9,50.2,33.9,8.5,39.1,19.0,0.5,0.0,45.0,,"פנדה מוצרים טבעוניים בע""מ"
CHICKENFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי עוף,ערך תזונתי של CHICKENFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי עוף,"חלבון אפונה (80%), מייצב (מתיל תאית), מלטודקסטרין, תמצית שמרים, בצל יבש, מלח שולחן, סיבי אפונה, חומרי טעם וריח, תבלינים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","CHICKENFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי עוף, Creative Pea",214.0,16.0,2.3,0.0,,15.5,1.5,0.5,0.0,320.0,,Creative Pea
פנדה קרם נוגט - ממתק בטעם שוקולד חלב במילוי קרם נוגט (40%),ערך תזונתי של פנדה קרם נוגט - ממתק בטעם שוקולד חלב במילוי קרם נוגט (40%),"סוכר, אגוזי לוז (20%), חמאת קקאו, שיבולת שועל ללא גלוטן, עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס, לוז). עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, פיסטוק, קשיו, מלך, פקאן, מקדמיה), בוטנים, שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קרם נוגט - ממתק בטעם שוקולד חלב במילוי קרם נוגט (40%), פנדה מוצרים טבעוניים בע""מ",588.0,5.9,48.9,33.5,8.5,40.0,18.0,0.5,0.0,36.0,,"פנדה מוצרים טבעוניים בע""מ"
קרמאמה זיתים,קרם סויה ושקדים בטעם גבינת שמנת עם זיתים,"מים, פולי סויה שאינם מהונדסים גנטית (17%), שמן קנולה מזוכך, זיתים (8%), שקדים (2%), עמילן (1.4%), שמן זית כתית, מלח שולחן, סידן (טרי קלציום פוספט), חיידקים פרוביוטיים, חומץ.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרמאמה זיתים, מאמא קיו",220.0,7.1,4.5,0.0,0.0,17.0,2.2,0.5,0.0,385.0,100.0,מאמא קיו
BEYOND BURGER - ביונד בורגר - בורגר מן הצומח,PLANT-BASED BURGER - בורגר מן הצומח,"מים, חלבון אפונה (16%) *, שמן לפתית, שמן קוקוס, חלבון אורז, חומרי טעם וריח, מייצב (מתילצלולוז), עמילן תפוח אדמה, מיצוי תפוח עץ, צבע מאכל (סלק אדום), מלטודקסטרין, מיצוי רימון, מלח, אשלגן כלורי, רכז מיץ לימון, חומץ, אבקת גזר, מתחלב (לציטין חמניות).","ללא גלוטן. מכיל קוקוס. אפונה היא קטניה, אנשים עם אלרגיה לקטניות (בוטנים) צריכים להיות זהירים בצריכת חלבון אפונה למניעת תגובה אלרגית. המוצר אינו מכיל בוטנים או אגוזים.","מכיל צבעי מאכל. צבע מאכל (סלק אדום).																		
ללא חומרים משמרים.","BEYOND BURGER - ביונד בורגר - בורגר מן הצומח, דיפלומט מפיצים בע""מ",252.0,17.0,3.5,0.0,,19.0,5.6,0.5,0.0,300.0,,"דיפלומט מפיצים בע""מ"
פנדה קלאסי - ממתק בטעם שוקולד חלב,ממתק בטעם שוקולד חלב ללא רכיבים מהחי,"סוכר, חמאת קקאו, שיבולת שועל ללא גלוטן, עיסת קקאו, מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס). עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, לוז, פיסטוק, קשיו, מלך, פקאן, מקדמיה), בוטנים, שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה קלאסי - ממתק בטעם שוקולד חלב, פנדה מוצרים טבעוניים בע""מ",557.0,3.6,56.8,40.7,10.25,34.4,21.4,0.5,0.0,55.0,,"פנדה מוצרים טבעוניים בע""מ"
פנדה נוגט ופצפוצים,ממתק בטעם שוקולד חלב במילוי קרם נוגט (44.5%) ופצפוצי אורז,"סוכר, אגוזי לוז (22%), חמאת קקאו, שיבולת שועל ללא גלוטן, עיסת קקאו, פצפוצי אורז (5.5%), מלטודקסטרין, שבבי קוקוס, שמן קוקוס, מתחלב (לציטין לפתית), תמצית וניל, מלח.","מכיל: אגוזים (קוקוס, לוז). עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, פיסטוק, קשיו, מלך, פקאן, מקדמיה), בוטנים, שומשום, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנדה נוגט ופצפוצים, פנדה מוצרים טבעוניים בע""מ",580.0,6.3,49.2,30.7,7.75,38.8,16.4,0.5,0.0,53.0,,"פנדה מוצרים טבעוניים בע""מ"
גליל טבעוני בסגנון גבינה בטעם טבעי,קיו גליל על בסיס סויה ושקדים בסגנון גבינה בטעם טבעי,"מים, פולי סויה שאינם מהונדסים גנטית (28%), שמן קנולה מזוכך, שמן קוקוס, שקדים (3%), תערובת עמילנים (תפו""א, תירס, טפיוקה), שמן זית, תמצית טעם טבעית, מלח שולחן, חיידקים פרוביוטיים.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","גליל טבעוני בסגנון גבינה בטעם טבעי, מאמא קיו",284.0,7.35,7.16,0.0,0.0,21.0,3.9,0.5,0.0,390.0,85.0,מאמא קיו
BARISTA שיבולת שועל - משקה שיבולת שועל,משקה שיבולת שועל בתוספת ויטמינים,"בסיס שיבולת שועל (גלוטן) [מים, שיבולת שועל (10%) ], שמן חמניות, סיבים תזונתיים, חלבון אפונה, מווסת חומציות (פוטסיום פוספט), מלח, ויטמינים [ריבופלאבין (B2), B12, D2].","מכיל: שיבולת שועל - גלוטן. עלול להכיל: אגוזים (צנובר, ערמונים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","BARISTA שיבולת שועל - משקה שיבולת שועל, Alpro",59.0,0.8,6.7,3.3,0.75,3.0,0.3,0.5,0.0,50.0,,Alpro
הסדרה הצמחונית - נקניקיות צמחוניות בסגנון צ`וריסוס,נקניקיות מרכיבים צמחיים,"מים, חלבון סויה (16%), שמן קוקוס מזוכך, שמן קנולה מזוכך, מייצב (E-461), מחזקי טעם (תמצית שמרים, הידרוליזט חלבון צמחי (סויה), E-627, E-631), תערובת תיבול, סוכרים (דקסטרוז, סוכר), מלח שולחן, מתפיח (E-500), צבע מאכל (קרמל), חומרי טעם וריח, מווסת חומציות (E-330), במעטפת אכילה.",ללא גלוטן. מכיל סויה וקוקוס. עלול להכיל סלרי.,"מכיל צבעי מאכל. צבע מאכל (קרמל).																		
ללא חומרים משמרים.","הסדרה הצמחונית - נקניקיות צמחוניות בסגנון צ`וריסוס, טירת צבי",241.0,14.0,8.0,0.0,,17.0,8.0,0.5,0.0,500.0,,טירת צבי
BEYOND MINCE - ביונד טחון,טחון מן הצומח,"מים, חלבון אפונה (15%) *, שמן לפתית, חומרי טעם וריח, חלבון אורז, שמן קוקוס, שמרים יבשים, חומר משמר (פוטסיום לקטאט), חומץ, מייצבים (מתיל צלולוז, קלציום כלוריד), עמילן תפו""א, מלח, מיצוי תפוח עץ, צבע מאכל (סלק אדום), רכז רימון, מלח אשלגן.","ללא גלוטן. מכיל קוקוס. אפונה היא קטניה, אנשים עם אלרגיה לקטניות (בוטנים) צריכים להיות זהירים בצריכת חלבון אפונה למניעת תגובה אלרגית. המוצר אינו מכיל בוטנים או אגוזים.","מכיל צבעי מאכל. צבע מאכל (סלק אדום).																		
מכיל חומרים משמרים.","BEYOND MINCE - ביונד טחון, דיפלומט מפיצים בע""מ",196.0,16.0,5.6,0.6,,12.0,2.9,0.5,0.0,300.0,,"דיפלומט מפיצים בע""מ"
נאגטס טופו ויילר תירס,מנתחי טופו אמיתי,"מים, גרעיני תירס מוקפאים (31%), פולי סויה, סולת חיטה (מכיל גלוטן), סיבים תזונתיים ממקור צמחי, שבבי תפוחי אדמה אורגניים, קמח חיטה (מכיל גלוטן), גלוטן חיטה, שמן צמחי, מלח שולחן, חומר טעם וריח, מגביר חוזק (קלציום כלוריד), שמרים, צבע מאכל (תמצית פפריקה). אחוז טופו במוצר - 24%.","מכיל: סויה, חיטה - גלוטן. עלול להכיל: שעורה - גלוטן, שיפון - גלוטן, שיבולת שועל - גלוטן, בוטנים, שומשום, אגוזים (קוקוס, שקד, קשיו, לוז, פקאן, צנובר, פיסטוק, מלך).","מכיל צבעי מאכל. צבע מאכל (תמצית פפריקה).																		
ללא חומרים משמרים.","נאגטס טופו ויילר תירס, משק ויילר",206.0,10.0,22.8,0.6,,7.5,1.9,0.5,0.0,278.0,,משק ויילר
Big Vegan,המבורגר טבעוני מבוסס על חלבוני סויה וחיטה עם רוטב ברביקיו,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מכיל גלוטן, סויה, שומשום, חרדל. עלול להכיל ביצים, סלרי וחרדל.",,"Big Vegan, מקדונלד`ס",156.0,9.0,20.0,5.8,1.5,3.7,0.3,0.0,0.0,324.0,,מקדונלד`ס
משקה שקדים,משקה שקדים בתוספת סידן וויטמינים,"מים, סוכר, שקדים (2.3%), סידן (טרי קלציום פוספט), מלח, מייצבים (לוקוסט בין גאם, ג`לן גאם), מתחלב (לציטין חמניות), ויטמינים [E, ריבופלאבין (B2), D2, B12].","ללא גלוטן. מכיל: אגוזים (שקד). עלול להכיל: אגוזים (אגוז ברזיל, קשיו, ערמונים, לוז, מקדמיה, פקאן, צנובר, פיסטוק, אגוז מלך), קוקוס.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","משקה שקדים, Alpro",24.0,0.5,3.0,3.0,0.75,1.1,,,,60.0,120.0,Alpro
גליל טבעוני בסגנון גבינה בטעם פיקנטי בתוספת חלפניו,קיו גליל על בסיס סויה ושקדים בסגנון גבינה בתוספת חלפניו,"מים, פולי סויה שאינם מהונדסים גנטית (28%), שמן קנולה מזוכך, שמן קוקוס, שקדים (3%), תערובת עמילנים (תפו""א, תירס, טפיוקה), שמן זית, מלח שולחן, פלפל ירוק (1.7%), חלפניו (0.45%), תמצית טעם טבעית, תבלינים, חיידקים פרוביוטיים.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","גליל טבעוני בסגנון גבינה בטעם פיקנטי בתוספת חלפניו, מאמא קיו",291.0,7.73,8.18,0.9,0.23,21.0,3.9,0.5,0.0,394.0,85.0,מאמא קיו
קרמאמה שום ושמיר,קרם סויה ושקדים בטעם גבינת שמנת עם שום ושמיר,"מים, פולי סויה שאינם מהונדסים גנטית (18%), שמן קנולה מזוכך, שקדים (2%), עמילן (1.4%), שמן זית כתית, מלח שולחן, תבלינים (0.6%) (שמיר, שום), סידן (טרי קלציום פוספט), חיידקים פרוביוטיים, חומץ.","מכיל: סויה, אגוזים (שקדים).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרמאמה שום ושמיר, מאמא קיו",223.0,7.1,4.9,0.0,0.0,17.0,2.1,0.5,0.0,385.0,100.0,מאמא קיו
WONDERS GROUND - טחון וונדרס,PLANT BASED - טחון מן הצומח,"מים, חלבונים צמחיים 24% (סויה, אפונה), שמנים צמחיים, מייצב (מתיל תאית), עמילן, חומרי טעם וריח, מלח, אבקת חרובים, מלטודקסטרין, סיבים תזונתיים, תבלינים, סוכרים, צבעי מאכל (רכז סלק, ליקופן), מינרלים (אבץ וברזל), ויטמין B12.","ללא גלוטן. מכיל: סויה. עלול להכיל: סלרי, חרדל.","מכיל צבעי מאכל. צבעי מאכל (רכז סלק, ליקופן).																		
ללא חומרים משמרים.","WONDERS GROUND - טחון וונדרס, WONDERS OF NATURE",219.0,16.0,7.0,0.7,,13.5,4.0,0.5,0.0,398.0,,WONDERS OF NATURE
OATLY - משקה שיבולת שועל בטעם שוקולד,OAT DRINK CHOCOLATE,"מים, שיבולת שועל (מכיל גלוטן) (10%), סוכר לבן, אבקת קקאו (1%), שמן קנולה מזוכך, מינרלים (קלציום קרבונט, קלציום פוספאט, אשלגן יודי), מלח לתעשית המזון סוג א`, חומרי טעם וריח, ויטמינים (B2, D2, B12).","מכיל: שיבולת שועל - גלוטן. עלול להכיל: חיטה - גלוטן, שעורה - גלוטן, שיפון - גלוטן.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","OATLY - משקה שיבולת שועל בטעם שוקולד, ש. שסטוביץ בע""מ",61.0,1.2,10.0,7.5,1.75,1.5,,,,64.0,120.0,"ש. שסטוביץ בע""מ"
פנדה פיסטוק חלבה,ממתק בטעם שוקולד חלב במילוי קרם פיסטוק וחלבה (50%),"סוכר, חמאת קקאו, קרם חלבה [סוכר, שומשום (35%), שמן צמחי, קמח סויה, מתחלב (לציטין סויה), חומרי טעם וריח], שיבולת שועל ללא גלוטן, מחית פיסטוק (6.5%) [פיסטוק (99%), צבע מאכל (E141) ], מלטודקסטרין, עיסת קקאו, שבבי קוקוס, שמן קוקוס, לציטין לפתית, תמצית וניל, מלח.","מכיל: אגוזים (קוקוס, פיסטוק), שומשום, סויה. עלול להכיל: (חיטה, שיבולת שועל, שעורה) - גלוטן, אגוזים (שקדים, לוז, קשיו, מלך, פקאן, מקדמיה), בוטנים.","מכיל צבעי מאכל. צבע מאכל (E141).																		
ללא חומרים משמרים.","פנדה פיסטוק חלבה, פנדה מוצרים טבעוניים בע""מ",537.0,4.8,50.3,40.0,10.0,34.8,18.2,0.5,0.0,39.0,,"פנדה מוצרים טבעוניים בע""מ"
נאגטס טופו ויילר בסגנון ביתי,מנתחי טופו אמיתי,"מים, קמח חיטה (מכיל גלוטן), פולי סויה, שמן צמחי, שמרים, מלח שולחן, גלוטן חיטה, שבבי תפוחי אדמה אורגניים, שבבי בצל מיובש, שום גבישי, חומר טעם וריח, מגביר חוזק (קלציום כלוריד), פלפל שחור, צבע מאכל (תמצית פפריקה). אחוז הטופו במוצר - 39%.","מכיל: סויה, חיטה - גלוטן. עלול להכיל: שעורה - גלוטן, שיפון - גלוטן, שיבולת שועל - גלוטן, בוטנים, שומשום, אגוזים (קוקוס, שקד, קשיו, לוז, פקאן, צנובר, פיסטוק, מלך).","מכיל צבעי מאכל. צבע מאכל (תמצית פפריקה).																		
ללא חומרים משמרים.","נאגטס טופו ויילר בסגנון ביתי, משק ויילר",169.0,14.0,15.5,2.1,0.5,4.5,1.9,0.5,0.0,331.0,,משק ויילר
דאבל Big Vegan,המבורגר כפול טבעוני מבוסס על חלבוני סויה וחיטה עם רוטב ברביקיו,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מכיל גלוטן, סויה, שומשום. עלול להכיל ביצים, סלרי וחרדל.",,"דאבל Big Vegan, מקדונלד`ס",162.0,11.0,17.0,4.3,1.0,4.7,0.4,0.0,0.0,315.0,,מקדונלד`ס
