english_name,source,portion_name,Water,Galactose,Lactose,Lycopene,Energy,Protein,Ash,Sucrose,Maltose,Riboflavin,Cholesterol,Starch,Nitrogen,Fructose,Niacin,Cryptoxanthin__beta,Tocopherol__delta,Tocotrienol__gamma,Tocotrienol__delta,Vitamin_C__total_ascorbic_acid,Thiamin,Folate__total,Vitamin_K__Dihydrophylloquinone_,Vitamin_K__phylloquinone_,Fatty_acids__total_trans,Fatty_acids__total_saturated,SFA_8_0,SFA_12_0,SFA_14_0,PUFA_22_6_n_3__DHA_,SFA_22_0,PUFA_20_5_n_3__EPA_,PUFA_22_5_n_3__DPA_,SFA_17_0,SFA_24_0,TFA_16_1_t,MUFA_24_1_c,MUFA_18_1_c,PUFA_18_2_n_6_c_c,MUFA_22_1_c,MUFA_17_1,Fatty_acids__total_trans_monoenoic,MUFA_15_1,PUFA_18_3_n_3_c_c_c__ALA_,PUFA_20_3_n_3,PUFA_22_4,Fiber__total_dietary,Iron__Fe,Magnesium__Mg,Phosphorus__P,Sodium__Na,Copper__Cu,Manganese__Mn,Vitamin_A__RAE,Carotene__beta,Carotene__alpha,PUFA_20_4,PUFA_18_4,Fatty_acids__total_monounsaturated,Fatty_acids__total_polyunsaturated,SFA_15_0,TFA_18_1_t,TFA_22_1_t,TFA_18_2_t_not_further_defined,PUFA_18_2_CLAs,PUFA_20_2_n_6_c_c,MUFA_16_1_c,PUFA_18_3_n_6_c_c_c,Fatty_acids__total_trans_polyenoic,PUFA_20_3_n_6,SFA_4_0,SFA_6_0,SFA_10_0,SFA_16_0,SFA_18_0,SFA_20_0,Lutein___zeaxanthin,Tocopherol__beta,Tocopherol__gamma,Tocotrienol__alpha,Tocotrienol__beta,Pantothenic_acid,Vitamin_B_6,Vitamin_K__Menaquinone_4_,Total_lipid__fat_,Carbohydrate__by_difference,Glucose,Calcium__Ca,Potassium__K,Zinc__Zn,Selenium__Se,MUFA_14_1_c,MUFA_20_1_c,MUFA_22_1_n_9,PUFA_22_2,SFA_11_0,TFA_18_3_t,PUFA_20_3_n_9,Choline__total,Choline__from_glycerophosphocholine,Betaine,Choline__from_sphingomyelin,Choline__free,Choline__from_phosphotidyl_choline,Choline__from_phosphocholine,Fatty_acids__total_trans_dienoic,MUFA_17_1_c,PUFA_18_2_c,PUFA_18_3_c,PUFA_20_3_c,PUFA_20_4c,PUFA_20_5c,PUFA_22_5_c,PUFA_22_6_c,PUFA_20_2_c,Cryptoxanthin__alpha,trans_beta_Carotene,cis_beta_Carotene,cis_Lutein_Zeaxanthin,cis_Lycopene,Lutein,Zeaxanthin,Vitamin_B_12,Retinol,Vitamin_D2__ergocalciferol_,Vitamin_D3__cholecalciferol_,Vitamin_D__D2___D3_,Vitamin_D__D2___D3___International_Units,col_25_hydroxycholecalciferol,Iodine__I,MUFA_20_1,PUFA_18_3i,Specific_Gravity,Tryptophan,Threonine,Methionine,Phenylalanine,Tyrosine,Alanine,Glutamic_acid,Glycine,Proline,Isoleucine,Leucine,Lysine,Cystine,Valine,Arginine,Histidine,Aspartic_acid,Serine,Fiber__insoluble,Fiber__soluble,Hydroxyproline,MUFA_22_1,MUFA_18_1,PUFA_18_2,PUFA_18_3,SFA_5_0,SFA_7_0,SFA_9_0,MUFA_12_1,TFA_14_1_t,TFA_20_1_t,SFA_21_0,MUFA_22_1_n_11,SFA_23_0,PUFA_22_3,Cysteine,col_10_Formyl_folic_acid__10HCOFA_,col_5_Formyltetrahydrofolic_acid__5_HCOH4,col_5_methyl_tetrahydrofolate__5_MTHF_,Phytofluene,Phytoene,trans_Lycopene,Boron__B,Cobalt__Co,Molybdenum__Mo,Nickel__Ni,Sulfur__S,PUFA_20_3,Biotin,Beta_sitosterol,Brassicasterol,Campestanol,Campesterol,Delta_5_avenasterol,Beta_sitostanol,Stigmasterol,Total_dietary_fiber__AOAC_2011_25_,Citric_acid,Malic_acid,Total_Sugars,Energy__Atwater_Specific_Factors_,Delta_7_Stigmastenol,Stigmastadiene,TFA_18_2_t,Ergosterol,Ergothioneine,Vitamin_D4,Ergosta_7_enol,Ergosta_7_22_dienol,Ergosta_5_7_dienol,Beta_glucan,Glutathione,Daidzin,Genistin,Glycitin,Verbascose,Raffinose,Stachyose,Daidzein,Genistein,Carotene__gamma,Oxalic_acid,Quinic_acid,Low_Molecular_Weight_Dietary_Fiber__LMWDF_,High_Molecular_Weight_Dietary_Fiber__HMWDF_,Pyruvic_acid,Folate__DFE,Theobromine,Folate__food,MUFA_16_1,Caffeine,Vitamin_E__added,Vitamin_B_12__added,Alcohol__ethyl,Folic_acid,PUFA_2_4_n_6,SFA_13_0,PUFA_21_5,MUFA_18_1_11_t__18_1t_n_7_,MUFA_14_1,Vitamin_A__IU,Phytosterols,PUFA_18_2_i,Fluoride__F,TFA_18_2_t_t,PUFA_2_5_n_3__EPA_,gtinUpc,Sugars__added,Total_sugar_alcohols,Vitamin_E,Sorbitol,Taurine,Xylitol,Chlorine__Cl,Chromium__Cr,Inositol,Inulin,Sugars__intrinsic,Acetic_acid,Lactic_acid,Ribose,Epigallocatechin_3_gallate,availableDate,modifiedDate,hebrew_name,Vitamin_K,brandOwner,brand,marketCountry,ingredients,isUpdated,search_id
,food_dictionary_merged_cleaned.csv,,,,,,233.0,12.3,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.304491Z,2025-09-10T20:33:53.304496Z,לחם פרוס - אנג`ל 100,,מאפיית אנג`ל,,Israel,"קמח חיטה מלא (גלוטן) (47.7% ממשקל הלחם, 100% ממשקל הקמחים), מים, גרעינים (6.6%): (גרעיני חמניות, שומשום, גרעיני פשתן), גלוטן חיטה, שומן צמחי, מלח, שמרים, דגנים (2.5%): (מחמצת שיפון, פתיתי תירס, דוחן, לתת שעורה, סובין חיטה), פתיתי סויה, מתחלבים (E481, E471), חומר משמר (E282), דקסטרוזה, אנזימים, חומר מעכב חמצון (E300).",,2578483
,food_dictionary_merged_cleaned.csv,,,,,,255.0,11.5,,,,,0.0,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.304796Z,2025-09-10T20:33:53.304801Z,לחם עינן מחיטה מלאה טרום נבוטה,,מאפיית אנג`ל,,Israel,"חיטה מלאה טרום נבוטה (40%), קמח חיטה מלא, מים, גלוטן חיטה, שמרים, שמנים צמחיים (חלקם מוקשים), מולאסה, מלח, חומר מתחלב (E-481), חומר משמר (E-282), חומר מווסת חומציות (E-330), אנזימים, חומר מעכב חימצון (E-300).",,5990274
,food_dictionary_merged_cleaned.csv,,,,,,169.0,13.8,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.304996Z,2025-09-10T20:33:53.304999Z,הלחם הכי מלא בחיטה ושיפון קל,,מאפיית אנג`ל,,Israel,"קמח חיטה מלא (23.5% ממשקל הלחם, 62% ממשקל הדגנים), מים, גרעיני שיפון טרום נבוטים (14.4% ממשקל הלחם, 38% ממשקל הדגנים), גלוטן חיטה, סיבי שיבולת שועל, סובין חיטה, שמרים, מולאסה, מלח, שמן סויה, חומר מייצב (E415), חומר משמר (E282), לתת חיטה, חומר מתחלב (E481), חומר מווסת חומציות (E330), חומר מעכב חמצון (E300), אנזימים.",,3257605
,food_dictionary_merged_cleaned.csv,,,,,,197.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.305201Z,2025-09-10T20:33:53.305203Z,לחם מחמצת כוסמין - לחם מלא פרוס מקמח כוסמין מלא,,מאפיית אנג`ל,,Israel,"קמח חיטת כוסמין מלא (נטחן מגרעין חיטת הכוסמין בשלמותו) (גלוטן) (89% מהקמחים, 53% מהלחם), מים, מחמצת חיטה (11% מהמוצר), גלוטן חיטה, שמרים, מלח, מחמצת שיפון (1% מהמוצר), חומר משמר (E282), אבקת סויה, לתת שעורה, לתת חיטה, מתחלב (E481), חומר מעכב חמצון (E300), אנזימים.",,2220487
,food_dictionary_merged_cleaned.csv,,,,,,219.0,9.0,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.305399Z,2025-09-10T20:33:53.305401Z,שיפון של פעם - לחם שיפון עגול,,מאפיית אנג`ל,,Israel,"קמח חיטה כהה (גלוטן), מים, קמח שיפון מלא (22.7% ממשקל הלחם, 33.3% ממשקל הקמחים), שמרים, גלוטן חיטה, לתת שעורה, מלח, סוכר, חומר משמר (E282), מתחלבים (E471, E481), מווסת חומציות (E-300), אבקת סויה, אנזימים, חומר מעכב חמצון (E300).",,9513480
,food_dictionary_merged_cleaned.csv,,,,,,257.0,10.1,,,,,0.0,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.305591Z,2025-09-10T20:33:53.305596Z,הלחמניה המלאה,,מאפיית אנג`ל,,Israel,"מים, קמח חיטה מלא, קמח חיטה לבן, סוכר, גלוטן, שמנים צמחיים (חלקם מוקשים), שמרים, מלח, קמח סויה, חומר מתחלב (E481), חומצה אסקורבית (E300).",,2059019
,food_dictionary_merged_cleaned.csv,,,,,,230.0,10.8,,,,,0.0,,,,,,,,,,,,,,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.305798Z,2025-09-10T20:33:53.305800Z,שיפון של פעם - לחם שיפון בתוספת גרעינים,,מאפיית אנג`ל,,Israel,"מים, קמח חיטה מלא, קמח שיפון מלא, קמח חיטה כהה, מחמצת, גלוטן, גרעיני חמניות, גרעיני פשתן, שמרים, מלח, שומן צמחי, לתת, דקסטרוזה, חומרים מתחלבים (E-481, E-471), חומר משמר (E-282), מייצב צמחי גואר גאם (E-412), אנזימים.",,2410877
,food_dictionary_merged_cleaned.csv,,,,,,183.0,15.9,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.305998Z,2025-09-10T20:33:53.306005Z,הלחמניה הקלה,,מאפיית אנג`ל,,Israel,"קמח חיטה מלא (40.2% ממשקל הלחמניה, 100% ממשקל הקמחים), מים, גלוטן חיטה, סיבי שיבולת שועל, סובין חיטה, גרעיני חיטה טרום נבוטה, שמרים, מולאסה, מלח, שמן סויה, חומר מייצב (E415), חומר משמר (E282), לתת חיטה, חומר מתחלב (E481), חומר מווסת חומציות (E330), חומר מעכב חימצון (E300), אנזימים.",,1641566
,food_dictionary_merged_cleaned.csv,,,,,,243.0,13.2,,,,,0.0,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.307616Z,2025-09-10T20:33:53.307646Z,לחם מלא פרוס - חיטה מלאה בתוספת גרעינים ודגנים,,מאפיית אנג`ל,,Israel,"קמח חיטה מלא (נטחן מגרעין החיטה בשלמותו) (גלוטן) (100% ממשקל הקמחים, 48.5% ממשקל הלחם), מים, גרעינים (97%) : [שומשום, גרעיני פשתן, פתיתי שיבולת שועל], שמרים, גלוטן חיטה, מלח, מתחלבים (E471, E472e, E481), חומר משמר (E282), סיבים תזונתיים, מווסת חומציות (E330), לתת חיטה, חומר מעכב חמצון (E300), אנזימים.",,2864468
,food_dictionary_merged_cleaned.csv,,,,,,273.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.308195Z,2025-09-10T20:33:53.308204Z,הלחמניה,,מאפיית אנג`ל,,Israel,"קמח חיטה לבן (גלוטן), מים, סוכר, גלוטן חיטה, שמרים, מלח, אבקת סויה, סיבים תזונתיים, מתחלבים (E471, E472e, E481), לתת שעורה, חומר משמר (E282), חומר מעכב חמצון (E300), אנזימים, חומר לטיפול בקמח (E920).",,2253117
,food_dictionary_merged_cleaned.csv,,,,,,828.0,0.0,,,,,0.0,,,,,,,,,,,,,,1.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.308449Z,2025-09-10T20:33:53.308453Z,שמן קנולה מזוכך,,טעמן,,Israel,שמן לפתית (קנולה) מזוכך.,,2936967
,food_dictionary_merged_cleaned.csv,,,,,,824.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.308761Z,2025-09-10T20:33:53.308771Z,שמן זית כתית מעולה - טעם קלאסי - חמיצות מירבית 0.8%,,טעמן,,Israel,שמן זית כתית מעולה.,,3388817
,food_dictionary_merged_cleaned.csv,,,,,,80.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.309146Z,2025-09-10T20:33:53.309152Z,גרעיני תירס מתוק,,טעמן,,Israel,"גרעיני תירס מתוק, מים, מלח.",,1835416
,food_dictionary_merged_cleaned.csv,,,,,,373.0,2.5,,,,,0.0,,,,,,,,,,,,,,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.309492Z,2025-09-10T20:33:53.309498Z,גוגלס - מקלות חמוצים בטעם פטל,,טעמן,,Israel,"סוכר, סירופ גלוקוז, קמח חיטה (גלוטן), שמן צמחי, מווסתי חומציות (חומצה ציטרית, חומצה מאלית), חומר הלחה (סורביטול), עמילן תירס מעובד, מתחלבים E471), חומרי טעם, צבע מאכל טבעי (אנתוציאנין).",,1870468
,food_dictionary_merged_cleaned.csv,,,,,,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.309856Z,2025-09-10T20:33:53.309860Z,חתיכות אננס ב- 100% מיץ אננס,,טעמן,,Israel,"אננס (59.39%), מיץ אננס (40.61%).",,3232414
,food_dictionary_merged_cleaned.csv,,,,,,69.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.310177Z,2025-09-10T20:33:53.310183Z,פרוסות מנגו מקולפות בסירופ קל,,טעמן,,Israel,"מנגו, מים, סוכר, מווסת חומציות (חומצה ציטרית), מעכב חמצון (חומצה אסקורבית).",,1254037
,food_dictionary_merged_cleaned.csv,,,,,,675.0,24.0,,,,,0.0,,,,,,,,,,,,,,0.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,7.5,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.310455Z,2025-09-10T20:33:53.310459Z,טחינה 100% שומשום טהור,,טעמן,,Israel,זרעי שומשום (100%).,,2514552
,food_dictionary_merged_cleaned.csv,,,,,,373.0,2.5,,,,,0.0,,,,,,,,,,,,,,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.310735Z,2025-09-10T20:33:53.310739Z,גוגלס - מקלות חמוצים בטעם אפרסק,,טעמן,,Israel,"סוכר, סירופ גלוקוז, קמח חיטה (גלוטן), שמן צמחי, מווסתי חומציות (חומצה ציטרית, חומצה מאלית), חומר הלחה (סורביטול), עמילן תירס מעובד, מתחלבים E471), חומרי טעם, צבעי מאכל טבעיים (כורכום).",,1607023
,food_dictionary_merged_cleaned.csv,,,,,,18.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.310960Z,2025-09-10T20:33:53.310963Z,תירס גמדי שלם במי מלח,,טעמן,,Israel,"תירס גמדי, מים, מלח, מווסת חומציות (חומצה ציטרית).",,2184186
,food_dictionary_merged_cleaned.csv,,,,,,178.0,26.0,,,,,50.0,,,,,,,,,,,,,,0.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.311179Z,2025-09-10T20:33:53.311182Z,נתחי טונה בהירה בשמן צמחי,,טעמן,,Israel,"טונה (70%), שמן סויה, מים, מלח.",,2288386
,food_dictionary_merged_cleaned.csv,,,,,,357.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.311370Z,2025-09-10T20:33:53.311374Z,Bellagio - פסטה פרפלה,,טעמן,,Israel,100% חיטת דורום.,,2218415
,food_dictionary_merged_cleaned.csv,,,,,,362.0,11.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.311580Z,2025-09-10T20:33:53.311583Z,מקרוני ספירלה Fusilli,,טעמן,,Israel,קמח סמולינה מחיטת דורום.,,1283307
,food_dictionary_merged_cleaned.csv,,,,,,185.0,18.0,,,,,85.0,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.2,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.311847Z,2025-09-10T20:33:53.311850Z,סרדינים ברוטב עגבניות,,טעמן,,Israel,"סרדינים, רוטב עגבניות, שמן קנולה, מלח.",,1253541
,food_dictionary_merged_cleaned.csv,,,,,,249.0,22.0,,,,,52.0,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.1,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-10T20:33:53.312034Z,2025-09-10T20:33:53.312037Z,סרדינים בשמן קנולה עם פלפל חריף,,טעמן,,Israel,"סרדינים, שמן קנולה, פלפל חריף, מלח.",,3190097
